URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://terminology.hl7.org/CodeSystem/list-order,1.0.0,draft,"2.16.840.1.113883.4.642.1.1107",ListOrderCodes,List Order Codes,"Base values for the order of the items in a list resource.","ValueSet/list-order"
http://terminology.hl7.org/CodeSystem/v2-0203,4.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v3-ActCode,9.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/v3-ActCode"
https://mos.esante.gouv.fr/NOS/TRE_A00-ProducteurDocNonPS/FHIR/TRE-A00-ProducteurDocNonPS,1.2.0,active,"1.2.250.1.213.1.1.4.6",TRE_A00-ProducteurDocNonPS,null,"Producteur de document non PS","ValueSet/JDV-J04-XdsPracticeSettingCode-CISIS,ValueSet/JDV-J03-XdsContentTypeCode-CISIS,ValueSet/JDV-J02-XdsHealthcareFacilityTypeCode-CISIS"
https://mos.esante.gouv.fr/NOS/TRE_A01-CadreExercice/FHIR/TRE-A01-CadreExercice,1.2.0,active,"1.2.250.1.213.1.1.4.9",TRE_A01-CadreExercice,null,"Cadre d'exercice","ValueSet/JDV-J04-XdsPracticeSettingCode-CISIS"
https://mos.esante.gouv.fr/NOS/TRE_A03-ClasseDocument/FHIR/TRE-A03-ClasseDocument,1.2.0,active,"1.2.250.1.213.1.1.4.1",TRE_A03-ClasseDocument,null,"Classe de document","ValueSet/JDV-J06-XdsClassCode-CISIS"
https://mos.esante.gouv.fr/NOS/TRE_A04-Loinc/FHIR/TRE-A04-Loinc,1.2.0,active,"2.16.840.1.113883.6.1",TRE_A04-Loinc,null,"Termes LOINC utilisés","ValueSet/JDV-J07-XdsTypeCode-CISIS"
https://mos.esante.gouv.fr/NOS/TRE_A05-TypeDocComplementaire/FHIR/TRE-A05-TypeDocComplementaire,1.2.0,active,"1.2.250.1.213.1.1.4.12",TRE_A05-TypeDocComplementaire,null,"Type de document en complément des nomenclatures internationales","ValueSet/JDV-J07-XdsTypeCode-CISIS"
https://mos.esante.gouv.fr/NOS/TRE_A06-FormatCodeComplementaire/FHIR/TRE-A06-FormatCodeComplementaire,1.2.0,active,"1.2.250.1.213.1.1.4.2.282",TRE_A06-FormatCodeComplementaire,null,"formatCode en complément des nomenclatures internationales","ValueSet/JDV-J10-XdsFormatCode-CISIS"
https://mos.esante.gouv.fr/NOS/TRE_A09-DICOMuidRegistry/FHIR/TRE-A09-DICOMuidRegistry,1.2.0,active,"1.2.840.10008.2.6.1",TRE_A09-DICOMuidRegistry,null,"DICOM UID Registry","ValueSet/JDV-J10-XdsFormatCode-CISIS"
https://mos.esante.gouv.fr/NOS/TRE_A10-NomenclatureURN/FHIR/TRE-A10-NomenclatureURN,1.2.0,active,"URN",TRE_A10-NomenclatureURN,null,"Nomenclature identifiée par URN","ValueSet/JDV-J06-XdsClassCode-CISIS,ValueSet/JDV-J10-XdsFormatCode-CISIS"
https://mos.esante.gouv.fr/NOS/TRE_A11-IheFormatCode/FHIR/TRE-A11-IheFormatCode,1.2.0,active,"1.3.6.1.4.1.19376.1.2.3",TRE_A11-IheFormatCode,null,"IHE formatCode","ValueSet/JDV-J10-XdsFormatCode-CISIS"
https://mos.esante.gouv.fr/NOS/TRE_A12-NomenclatureASTM/FHIR/TRE-A12-NomenclatureASTM,1.2.0,active,"ASTM",TRE_A12-NomenclatureASTM,null,"Nomenclature identifiée par ASTM","ValueSet/JDV-J07-XdsTypeCode-CISIS"
https://mos.esante.gouv.fr/NOS/TRE_R02-SecteurActivite/FHIR/TRE-R02-SecteurActivite,1.2.0,active,"1.2.250.1.71.4.2.4",TRE_R02-SecteurActivite,null,"Secteur d'activité","ValueSet/JDV-J03-XdsContentTypeCode-CISIS,ValueSet/JDV-J02-XdsHealthcareFacilityTypeCode-CISIS"
https://mos.esante.gouv.fr/NOS/TRE_R209-TypeActivite/FHIR/TRE-R209-TypeActivite,1.2.0,active,"1.2.250.1.213.2.2",TRE_R209-TypeActivite,null,"Type d'activité","ValueSet/JDV-J03-XdsContentTypeCode-CISIS"
https://mos.esante.gouv.fr/NOS/TRE_R276-FormeActivite/FHIR/TRE-R276-FormeActivite,1.2.0,active,"1.2.250.1.213.1.6.1.128",TRE_R276-FormeActivite,null,"Type d'organisation de prise en charge","ValueSet/JDV-J03-XdsContentTypeCode-CISIS"
https://profiles.ihe.net/ITI/MHD/CodeSystem/MHDlistTypes,4.2.0,active,,MHDlistTypes,MHD List Types,"To use the List resource for two different use-cases we define a code-system with the types of List needed in MHD","ValueSet/MHDlistTypesVS"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
urn:oid:1.2.36.1.2001.1001.101.104.16592,4.0.1,draft,"1.2.36.1.2001.1001.101.104.16592,2.16.840.1.113883.4.642.4.321",PatientMedicineChangeTypes,Patient Medicine Change Types,"Example Item Flags for the List Resource. In this case, these are the kind of flags that would be used on a medication list at the end of a consultation.","ValueSet/list-item-flag"
