URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/encounter-participant-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.250",ParticipantType,Participant type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","ValueSet/tddui-encounter-participant","THO (V3),THO"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-action,2.2.0,active,,TDDUITaskInputAction,TDDUI Task Input Action,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les actions du projet personnalisé.","StructureDefinition/tddui-task-action","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-bilan,2.2.0,active,,TDDUITaskInputBilan,TDDUI Task Input Bilan,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour le bilan du projet personnalisé.","StructureDefinition/tddui-task-bilan","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-moyen-ressource,2.2.0,active,,TDDUITaskInputMoyenRessource,TDDUI Task Input Moyen Ressource,"ValueSet  pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les moyens et ressources du projet personnalisé.","StructureDefinition/tddui-task-moyen-ressource","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-prestation,2.2.0,active,,TDDUITaskInputPrestation,TDDUI Task Input Prestation,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les prestations du projet personnalisé.","StructureDefinition/tddui-task-prestation","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-transport,2.2.0,active,,TDDUITaskInputTransport,TDDUI Task Input Transport,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les transports dans le cadre du DUI.","StructureDefinition/tddui-task-transport","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-output-bilan,2.2.0,active,,TDDUITaskOutputBilan,TDDUI Task Output Bilan,"ValueSet pour la définition des éléments spécifiques des output dans la ressource Task utilisée pour le bilan du projet personnalisé.","StructureDefinition/tddui-task-bilan","Internal"
https://mos.esante.gouv.fr/NOS/JDV_J01-XdsAuthorSpecialty-CISIS/FHIR/JDV-J01-XdsAuthorSpecialty-CISIS,20250721120000,active,"1.2.250.1.213.1.1.5.461",JDV_J01_XdsAuthorSpecialty_CISIS,,"XDS authorSpecialty CI-SIS","StructureDefinition/tddui-profession","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J02-XdsHealthcareFacilityTypeCode-CISIS/FHIR/JDV-J02-XdsHealthcareFacilityTypeCode-CISIS,20250523120000,active,"1.2.250.1.213.1.1.5.466",JDV_J02_XdsHealthcareFacilityTypeCode_CISIS,,"XDS healthcareFacilityTypeCode CI-SIS","StructureDefinition/tddui-document-reference","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J04-XdsPracticeSettingCode-CISIS/FHIR/JDV-J04-XdsPracticeSettingCode-CISIS,20240927120000,active,"1.2.250.1.213.1.1.5.467",JDV_J04_XdsPracticeSettingCode_CISIS,,"XDS practiceSettingCode CI-SIS","StructureDefinition/tddui-document-reference","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J06-XdsClassCode-CISIS/FHIR/JDV-J06-XdsClassCode-CISIS,20230922120000,active,"1.2.250.1.213.1.1.5.462",JDV_J06_XdsClassCode_CISIS,,"XDS classCode CI-SIS","StructureDefinition/tddui-document-reference","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J07-XdsTypeCode-CISIS/FHIR/JDV-J07-XdsTypeCode-CISIS,20251029120000,active,"1.2.250.1.213.1.1.5.471",JDV_J07_XdsTypeCode_CISIS,,"XDS typeCode CI-SIS","StructureDefinition/tddui-document-reference","ans.fr.terminologies,LOINC"
https://mos.esante.gouv.fr/NOS/JDV_J10-XdsFormatCode-CISIS/FHIR/JDV-J10-XdsFormatCode-CISIS,20251029120000,active,"1.2.250.1.213.1.1.5.465",JDV_J10_XdsFormatCode_CISIS,,"XDS formatCode documents CI-SIS","StructureDefinition/tddui-document-reference","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J11-RelationPatient-CISIS/FHIR/JDV-J11-RelationPatient-CISIS,20200424120000,active,"1.2.250.1.213.3.3.16",JDV_J11_RelationPatient_CISIS,,"Relation par rapport au patient - CI-SIS","ValueSet/tddui-contact-relation","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J117-ModeExercice-ENREG/FHIR/JDV-J117-ModeExercice-ENREG,20210827120000,active,"1.2.250.1.213.1.6.1.188",JDV_J117_ModeExercice_ENREG,,"Mode d'exercice pour ENREG","StructureDefinition/tddui-exercise-mode","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J14-QualiteRepresentantLegal-CISIS/FHIR/JDV-J14-QualiteRepresentantLegal-CISIS,20241213120000,active,"1.2.250.1.213.1.1.5.468",JDV_J14_QualiteRepresentantLegal_CISIS,,"Qualité représentant légal - CI-SIS","ValueSet/tddui-contact-relation","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J245-Civilite-CISIS/FHIR/JDV-J245-Civilite-CISIS,20230331120000,active,"1.2.250.1.213.1.1.5.718",JDV_J245_Civilite_CISIS,,"Civilités CI-SIS","StructureDefinition/tddui-human-name","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J282-TransportsLiesAuProjetIndividuel_SERAFIN/FHIR/JDV-J282-TransportsLiesAuProjetIndividuel-SERAFIN,20241025120000,active,"1.2.250.1.213.3.3.251",JDV_J282_TransportsLiesAuProjetIndividuel_SERAFIN,,"Liste les natures des transports liés au projet individuel provenant de la terminologie SERAFIN","StructureDefinition/tddui-task-transport-usager","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J283-PrestationsIndirects_SERAFIN/FHIR/JDV-J283-PrestationsIndirects-SERAFIN,20241025120000,active,"1.2.250.1.213.3.3.252",JDV_J283_PrestationsIndirects_SERAFIN,,"Liste des prestations indirects provenant de la terminologie SERAFIN","ValueSet/tddui-serafin","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J284-PrestationsDirects_SERAFIN/FHIR/JDV-J284-PrestationsDirects-SERAFIN,20241025120000,active,"1.2.250.1.213.3.3.253",JDV_J284_PrestationsDirects_SERAFIN,,"Liste des prestations directs provenant de la terminologie SERAFIN","ValueSet/tddui-serafin","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J285-Besoins_SERAFIN/FHIR/JDV-J285-Besoins-SERAFIN,20241025120000,active,"1.2.250.1.213.3.3.254",JDV_J285_Besoins_SERAFIN,,"Liste des besoins provenant de la terminologie SERAFIN","StructureDefinition/tddui-service-request-besoin","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J47-FunctionCode-CISIS/FHIR/JDV-J47-FunctionCode-CISIS,20250523120000,active,"1.2.250.1.213.1.1.5.124",JDV_J47_FunctionCode_CISIS,,"Rôles fonctionnels","StructureDefinition/tddui-practitioner-role","ans.fr.terminologies"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-detail-materiel-specialise-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.808",JdvDetailMaterielSpecialiseCisis,JDV Detail Materiel Specialise CISIS,"JDV Detail Materiel Specialise CISIS","StructureDefinition/tddui-ressources-used","ans.fr.terminologies"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-detail-ressource-immobiliere-utilisee-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.809",JdvDetailRessourceImmobiliereUtiliseeCisis,JDV Detail Ressource Immobiliere Utilisee CISIS,"JDV Detail Ressource Immobiliere Utilisee CISIS","StructureDefinition/tddui-ressources-used","ans.fr.terminologies"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j366-statut-bilan-projet-personnalise-ms,20250415120000,active,"1.2.250.1.213.3.4.220",JdvJ366StatutBilanProjetPersonnaliseMs,Jdv J366 Statut Bilan Projet Personnalise Ms,"Statut du bilan du projet personnalisé.","StructureDefinition/tddui-task-bilan","ans.fr.terminologies"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j367-type-projet-personnalise-ms,20250422120000,active,"1.2.250.1.213.3.4.221",JdvJ367TypeProjetPersonnaliseMs,Jdv J367 Type Projet Personnalise Ms,"Cette nomenclature donne le type de projet personnalisé qui est un document co-construit par l'usager, son entourage familial et professionnel du médico-social.","StructureDefinition/tddui-careplan-projet-personnalise","ans.fr.terminologies"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j384-role-membre-famille-ms,20260202120000,active,"1.2.250.1.213.3.4.227",JdvJ384RoleMembreFamilleMs,Jdv J384 Role Membre Famille Ms,"Rôle d'un membre de la famille ou d'un proche de l'usager.","StructureDefinition/tddui-related-person-contact,ValueSet/tddui-contact-related-person-relashionship","ans.fr.terminologies"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-mode-de-transport-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.140",JdvModeDeTransportCisis,JDV Mode De Transport CISIS,"JDV Mode De Transport CISIS","StructureDefinition/tddui-task-transport","ans.fr.terminologies"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-motif-non-realisation-evenement-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.803",JdvMotifNonRealisationEvenementCisis,JDV Motif Non Realisation Evenement CISIS,"JDV Motif Non Realisation Evenement CISIS","StructureDefinition/tddui-event-cancel-reason","ans.fr.terminologies"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-ressource-utilisee-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.807",JdvRessourceUtiliseeCisis,JDV Ressource Utilisee CISIS,"JDV Ressource Utilisee CISIS","StructureDefinition/tddui-ressources-used","ans.fr.terminologies,SCT"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-type-evenement-ssiad-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.811",JdvTypeEvenementSsiadCisis,JDV Type Evenement Ssiad CISIS,"JDV Type Evenement Ssiad CISIS","StructureDefinition/tddui-encounter-evenement,ValueSet/tddui-encounter-type","ans.fr.terminologies"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-type-motorisation-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.801",JdvTypeMotorisationCisis,JDV Type Motorisation CISIS,"JDV Type Motorisation CISIS","StructureDefinition/tddui-task-transport","ans.fr.terminologies"
